Situação,Cod. Registro,Instituto,Cargo,Abrangência,Turno,Cenário,Candidato,Partido,Pontuação (%),Margem de Erro,Divulgação,Fonte de Coleta
F,MG-034/90/2026,AtlasIntel,Governador,Minas Gerais,1,Cenário 1,Flávio Roscoe,PL,2,3,28/07/2026,"Quaest em MG: Cleitinho lidera, seguido por Kalil, Patrus e Simões | G1"
F,MG-034/90/2026,AtlasIntel,Governador,Minas Gerais,1,Cenário 1,Maria da Consolação,PSOL,"1,00",3,28/07/2026,"Quaest em MG: Cleitinho lidera, seguido por Kalil, Patrus e Simões | G1"
F,MG-034/90/2026,AtlasIntel,Governador,Minas Gerais,1,Cenário 1,Branco/Nulo/Nenhum,,"15,00",3,28/07/2026,"Quaest em MG: Cleitinho lidera, seguido por Kalil, Patrus e Simões | G1"
F,MG-034/90/2026,AtlasIntel,Governador,Minas Gerais,1,Cenário 1,Indeciso/Não sabe,,"13,00",3,28/07/2026,"Quaest em MG: Cleitinho lidera, seguido por Kalil, Patrus e Simões | G1"
F,MG-034/90/2026,AtlasIntel,Governador,Minas Gerais,1,Cenário 2,Cleitinho Azevedo,Republicanos,"34,00",3,28/07/2026,"Quaest em MG: Cleitinho lidera, seguido por Kalil, Patrus e Simões | G1"
F,MG-034/90/2026,AtlasIntel,Governador,Minas Gerais,1,Cenário 2,Alexandre Kalil,PDT,"12,00",3,28/07/2026,"Quaest em MG: Cleitinho lidera, seguido por Kalil, Patrus e Simões | G1"
F,MG-034/90/2026,AtlasIntel,Governador,Minas Gerais,1,Cenário 2,Patrus Ananias,PT,"10,00",3,28/07/2026,"Quaest em MG: Cleitinho lidera, seguido por Kalil, Patrus e Simões | G1"
F,MG-034/90/2026,AtlasIntel,Governador,Minas Gerais,1,Cenário 2,Matheus Simões,PSD,"6,00",3,28/07/2026,"Quaest em MG: Cleitinho lidera, seguido por Kalil, Patrus e Simões | G1"
F,MG-034/90/2026,AtlasIntel,Governador,Minas Gerais,1,Cenário 2,Gabriel Azevedo,MDB,"4,00",3,28/07/2026,"Quaest em MG: Cleitinho lidera, seguido por Kalil, Patrus e Simões | G1"
F,MG-034/90/2026,AtlasIntel,Governador,Minas Gerais,1,Cenário 2,Ben Mendes,Missão,"2,00",3,28/07/2026,"Quaest em MG: Cleitinho lidera, seguido por Kalil, Patrus e Simões | G1"
F,MG-034/90/2026,AtlasIntel,Governador,Minas Gerais,1,Cenário 2,Flávio Roscoe,PL,"2,00",3,28/07/2026,"Quaest em MG: Cleitinho lidera, seguido por Kalil, Patrus e Simões | G1"
F,MG-034/90/2026,AtlasIntel,Governador,Minas Gerais,1,Cenário 2,Maria da Consolação,PSOL,"1,00",3,28/07/2026,"Quaest em MG: Cleitinho lidera, seguido por Kalil, Patrus e Simões | G1"
F,MG-034/90/2026,AtlasIntel,Governador,Minas Gerais,1,Cenário 2,Branco/Nulo/Nenhum,,"17,00",3,28/07/2026,"Quaest em MG: Cleitinho lidera, seguido por Kalil, Patrus e Simões | G1"
F,MG-034/90/2026,AtlasIntel,Governador,Minas Gerais,1,Cenário 2,Indeciso/Não sabe,,"12,00",3,28/07/2026,"Quaest em MG: Cleitinho lidera, seguido por Kalil, Patrus e Simões | G1"
F,PE-09649/2026 e BR03810/2026,Quaest,Governador,Pernambuco,1,Cenário 1,João Campos,PSB,"37,00",3,28/07/2026,"Quaest em PE: Raquel Lyra tem 43% e João Campos, 37% no 1º turno | G1"
F,PE-09649/2026 e BR03810/2026,Quaest,Governador,Pernambuco,1,Cenário 1,Raquel Lyra,PSD,"43,00",3,28/07/2026,"Quaest em PE: Raquel Lyra tem 43% e João Campos, 37% no 1º turno | G1"
F,PE-09649/2026 e BR03810/2026,Quaest,Governador,Pernambuco,1,Cenário 1,Camila Falcão,UP,"1,00",3,28/07/2026,"Quaest em PE: Raquel Lyra tem 43% e João Campos, 37% no 1º turno | G1"
F,PE-09649/2026 e BR03810/2026,Quaest,Governador,Pernambuco,1,Cenário 1,Ivan Moraes,PSOL,"1,00",3,28/07/2026,"Quaest em PE: Raquel Lyra tem 43% e João Campos, 37% no 1º turno | G1"
F,PE-09649/2026 e BR03810/2026,Quaest,Governador,Pernambuco,1,Cenário 1,Renan Hallais,Missão,"1,00",3,28/07/2026,"Quaest em PE: Raquel Lyra tem 43% e João Campos, 37% no 1º turno | G1"
F,PE-09649/2026 e BR03810/2026,Quaest,Governador,Pernambuco,1,Cenário 1,Indeciso/Não sabe,,"11,00",3,28/07/2026,"Quaest em PE: Raquel Lyra tem 43% e João Campos, 37% no 1º turno | G1"
F,PE-09649/2026 e BR03810/2026,Quaest,Governador,Pernambuco,1,Cenário 1,Branco/Nulo/Nenhum,,"6,00",3,28/07/2026,"Quaest em PE: Raquel Lyra tem 43% e João Campos, 37% no 1º turno | G1"
F,PE-09649/2026 e BR03810/2026,Quaest,Governador,Pernambuco,2,Cenário 1,João Campos,PSB,"39,00",3,28/07/2026,"Quaest em PE: Raquel Lyra tem 43% e João Campos, 37% no 1º turno | G1"
F,PE-09649/2026 e BR03810/2026,Quaest,Governador,Pernambuco,2,Cenário 1,Raquel Lyra,PSD,"45,00",3,28/07/2026,"Quaest em PE: Raquel Lyra tem 43% e João Campos, 37% no 1º turno | G1"
F,PE-09649/2026 e BR03810/2026,Quaest,Governador,Pernambuco,2,Cenário 1,Indeciso/Não sabe,,"8,00",3,28/07/2026,"Quaest em PE: Raquel Lyra tem 43% e João Campos, 37% no 1º turno | G1"
F,PE-09649/2026 e BR03810/2026,Quaest,Governador,Pernambuco,2,Cenário 1,Branco/Nulo/Nenhum,,"8,00",3,28/07/2026,"Quaest em PE: Raquel Lyra tem 43% e João Campos, 37% no 1º turno | G1"
F,RJ-03487/2026,RealTime BigData,Governador,Rio de Janeiro,1,Cenário 1,Eduardo Paes,PSD,"37,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Governador,Rio de Janeiro,1,Cenário 1,Douglas Ruas,PL,"16,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Governador,Rio de Janeiro,1,Cenário 1,Anthony Garotinho,Republicanos,12,2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Governador,Rio de Janeiro,1,Cenário 1,William Siri,PSOL,"3,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Governador,Rio de Janeiro,1,Cenário 1,André Marinho,Novo,"2,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Governador,Rio de Janeiro,1,Cenário 1,Coronel Busnello,Missão,"2,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Governador,Rio de Janeiro,1,Cenário 1,Cyro Garcia,PSTU,"1,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Governador,Rio de Janeiro,1,Cenário 1,Juliete Pantoja,UP,"1,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Governador,Rio de Janeiro,1,Cenário 1,Luan Monteiro,PCO,"0,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Governador,Rio de Janeiro,1,Cenário 1,Branco/nulo,,11,2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Governador,Rio de Janeiro,1,Cenário 1,Não sabe/não respondeu,,"15,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Governador,Rio de Janeiro,2,Eduardo Paes x Douglas Ruas,Eduardo Paes,PSD,"43,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Governador,Rio de Janeiro,2,Eduardo Paes x Douglas Ruas,Douglas Ruas,PL,"27,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Governador,Rio de Janeiro,2,Eduardo Paes x Douglas Ruas,Branco/nulo,,"13,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Governador,Rio de Janeiro,2,Eduardo Paes x Douglas Ruas,Não sabe/não respondeu,,"17,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Governador,Rio de Janeiro,2,Eduardo Paes x Anthony Garotinho,Eduardo Paes,PSD,"44,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Governador,Rio de Janeiro,2,Eduardo Paes x Anthony Garotinho,Anthony Garotinho,Republicanos,"25,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Governador,Rio de Janeiro,2,Eduardo Paes x Anthony Garotinho,Branco/nulo,,"13,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Governador,Rio de Janeiro,2,Eduardo Paes x Anthony Garotinho,Não sabe/não respondeu,,"18,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Senador,Rio de Janeiro,1,Cenário 1,Marcelo Crivella,Republicanos,"17,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Senador,Rio de Janeiro,1,Cenário 1,Benedita da Silva,PT,"14,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Senador,Rio de Janeiro,1,Cenário 1,Carlos Portinho,PL,"13,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Senador,Rio de Janeiro,1,Cenário 1,Pedro Paulo,PSD,"13,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Senador,Rio de Janeiro,1,Cenário 1,Márcio Canella,União Brasil,"10,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Senador,Rio de Janeiro,1,Cenário 1,Waguinho,Republicanos,"7,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Senador,Rio de Janeiro,1,Cenário 1,Paulo Ganime,Novo,"4,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Senador,Rio de Janeiro,1,Cenário 1,Luciana Boiteaux,PSOL,"3,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Senador,Rio de Janeiro,1,Cenário 1,Professor Túlio,PSOL,"1,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Senador,Rio de Janeiro,1,Cenário 1,Branco/nulo,,"8,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Senador,Rio de Janeiro,1,Cenário 1,Não sabe/não respondeu,,"10,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Senador,Rio de Janeiro,1,Cenário 2,Marcelo Crivella,Republicanos,"19,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Senador,Rio de Janeiro,1,Cenário 2,Benedita da Silva,PT,"15,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Senador,Rio de Janeiro,1,Cenário 2,Carlos Portinho,PL,"14,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Senador,Rio de Janeiro,1,Cenário 2,Pedro Paulo,PSD,"14,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Senador,Rio de Janeiro,1,Cenário 2,Waguinho,Republicanos,"9,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Senador,Rio de Janeiro,1,Cenário 2,Paulo Ganime,Novo,"4,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Senador,Rio de Janeiro,1,Cenário 2,Luciana Boiteaux,PSOL,"3,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Senador,Rio de Janeiro,1,Cenário 2,Professor Túlio,PSOL,"1,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Senador,Rio de Janeiro,1,Cenário 2,Branco/nulo,,"9,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,RJ-03487/2026,RealTime BigData,Senador,Rio de Janeiro,1,Cenário 2,Não sabe/não respondeu,,"12,00",2,28/07/2026,https://static.poder360.com.br/uploads/2026/07/realtime-big-data-governo-rj-28jul26.pdf
F,CE-09277/2026,Quaest,Governador,Ceará,1,Cenário 1,Ciro Gomes,PSDB,"43,00",3,30/07/2026,https://www.opovo.com.br/noticias/politica/eleicoes/2026/07/30/pesquisa-quaest-para-governador-do-ceara-com-ciro-e-elmano.html
F,CE-09277/2026,Quaest,Governador,Ceará,1,Cenário 1,Elmano de Freitas,PT,"33,00",3,30/07/2026,https://www.opovo.com.br/noticias/politica/eleicoes/2026/07/30/pesquisa-quaest-para-governador-do-ceara-com-ciro-e-elmano.html
F,CE-09277/2026,Quaest,Governador,Ceará,1,Cenário 1,Eduardo Girão,Novo,3,3,30/07/2026,https://www.opovo.com.br/noticias/politica/eleicoes/2026/07/30/pesquisa-quaest-para-governador-do-ceara-com-ciro-e-elmano.html
F,CE-09277/2026,Quaest,Governador,Ceará,1,Cenário 1,Jarir Pereira,PSOL,"1,00",3,30/07/2026,https://www.opovo.com.br/noticias/politica/eleicoes/2026/07/30/pesquisa-quaest-para-governador-do-ceara-com-ciro-e-elmano.html
F,CE-09277/2026,Quaest,Governador,Ceará,1,Cenário 1,Hugo Leonardo,Missão,"0,00",3,30/07/2026,https://www.opovo.com.br/noticias/politica/eleicoes/2026/07/30/pesquisa-quaest-para-governador-do-ceara-com-ciro-e-elmano.html
F,CE-09277/2026,Quaest,Governador,Ceará,1,Cenário 1,Serley Leal,UP,"0,00",3,30/07/2026,https://www.opovo.com.br/noticias/politica/eleicoes/2026/07/30/pesquisa-quaest-para-governador-do-ceara-com-ciro-e-elmano.html
F,CE-09277/2026,Quaest,Governador,Ceará,1,Cenário 1,Zé Batista,PSTU,"0,00",3,30/07/2026,https://www.opovo.com.br/noticias/politica/eleicoes/2026/07/30/pesquisa-quaest-para-governador-do-ceara-com-ciro-e-elmano.html
F,CE-09277/2026,Quaest,Governador,Ceará,1,Cenário 1,Indecisos,,"13,00",3,30/07/2026,https://www.opovo.com.br/noticias/politica/eleicoes/2026/07/30/pesquisa-quaest-para-governador-do-ceara-com-ciro-e-elmano.html
F,CE-09277/2026,Quaest,Governador,Ceará,1,Cenário 1,Branco/nulo/não vai votar,,"7,00",3,30/07/2026,https://www.opovo.com.br/noticias/politica/eleicoes/2026/07/30/pesquisa-quaest-para-governador-do-ceara-com-ciro-e-elmano.html
F,CE-09277/2026,Quaest,Governador,Ceará,2,Ciro Gomes x Elmano de Freitas,Ciro Gomes,PSDB,48,3,30/07/2026,https://www.opovo.com.br/noticias/politica/eleicoes/2026/07/30/pesquisa-quaest-para-governador-do-ceara-com-ciro-e-elmano.html
F,CE-09277/2026,Quaest,Governador,Ceará,2,Ciro Gomes x Elmano de Freitas,Elmano de Freitas,PT,"35,00",3,30/07/2026,https://www.opovo.com.br/noticias/politica/eleicoes/2026/07/30/pesquisa-quaest-para-governador-do-ceara-com-ciro-e-elmano.html
F,CE-09277/2026,Quaest,Governador,Ceará,2,Ciro Gomes x Elmano de Freitas,Indecisos,,"10,00",3,30/07/2026,https://www.opovo.com.br/noticias/politica/eleicoes/2026/07/30/pesquisa-quaest-para-governador-do-ceara-com-ciro-e-elmano.html
F,CE-09277/2026,Quaest,Governador,Ceará,2,Ciro Gomes x Elmano de Freitas,Branco/nulo/não vai votar,,"7,00",3,30/07/2026,https://www.opovo.com.br/noticias/politica/eleicoes/2026/07/30/pesquisa-quaest-para-governador-do-ceara-com-ciro-e-elmano.html
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 1,Cid Gomes,PSB,"23,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 1,Capitão Wagner,União Brasil,"16,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 1,Luizianne Lins,Rede,9,3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 1,Eunício Oliveira,MDB,"8,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 1,Pastor Alcides Fernandes,PL,"3,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 1,Domingos Filho,PSD,"2,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 1,Anna Karina,PSOL,"1,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 1,Chiquinho Feitosa,Republicanos,"1,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 1,Cândido Albuquerque,PSDB,"0,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 1,General Theóphilo,Novo,"0,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 1,Reginaldo Ferreira,PSTU,"0,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 1,Indecisos,,"20,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 1,Branco/nulo/não vai votar,,"17,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 2,Cid Gomes,PSB,"21,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 2,Capitão Wagner,União Brasil,"16,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 2,Luizianne Lins,Rede,"9,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 2,Eunício Oliveira,MDB,"8,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 2,Pastor Alcides Fernandes,PL,"4,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 2,Anna Karina,PSOL,"2,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 2,Cândido Albuquerque,PSDB,"0,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 2,General Theóphilo,Novo,"1,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 2,Reginaldo Ferreira,PSTU,"1,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 2,Indecisos,,"20,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 2,Branco/nulo/não vai votar,,"18,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 3,Cid Gomes,PSB,"24,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 3,Capitão Wagner,União Brasil,"16,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 3,Eunício Oliveira,MDB,"10,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 3,Pastor Alcides Fernandes,PL,"4,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 3,Anna Karina,PSOL,"2,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 3,Cândido Albuquerque,PSDB,"0,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 3,General Theóphilo,Novo,"0,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 3,Reginaldo Ferreira,PSTU,"0,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 3,Professor Germano Lima,PSOL,"1,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 3,Indecisos,,"21,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,CE-09277/2026,Quaest,Senador,Ceará,1,Cenário 3,Branco/nulo/não vai votar,,"22,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,BR-03238/2026,Quaest,Presidente,Ceará,1,Cenário 1,Lula,PT,"55,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,BR-03238/2026,Quaest,Presidente,Ceará,1,Cenário 1,Flávio Bolsonaro,PL,"22,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,BR-03238/2026,Quaest,Presidente,Ceará,1,Cenário 1,Renan Santos,Missão,"2,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,BR-03238/2026,Quaest,Presidente,Ceará,1,Cenário 1,Cabo Daciolo,Mobiliza,"1,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,BR-03238/2026,Quaest,Presidente,Ceará,1,Cenário 1,Escritor Augusto Cury,Avante,"1,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,BR-03238/2026,Quaest,Presidente,Ceará,1,Cenário 1,Ronaldo Caiado,PSD,"1,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,BR-03238/2026,Quaest,Presidente,Ceará,1,Cenário 1,Samara Martins,UP,"1,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,BR-03238/2026,Quaest,Presidente,Ceará,1,Cenário 1,Edmilson Costa,PCB,"0,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,BR-03238/2026,Quaest,Presidente,Ceará,1,Cenário 1,Leonardo Avalanche,PRTB,"0,00",3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,BR-03238/2026,Quaest,Presidente,Ceará,1,Cenário 1,Hertz Dias,PSTU,,3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
F,BR-03238/2026,Quaest,Presidente,Ceará,1,Cenário 1,Romeu Zema,Novo,,3,30/07/2026,https://static.poder360.com.br/uploads/2026/07/Quaest-Ceara-30jul2026.pdf
